LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LID00002230,28,108800,26581,552,67,1,3.58,48,0.21,Bachelor's,Full-time,Married,Yes,No,Home,Yes,0
LID00002231,27,58612,80939,753,88,4,9.62,12,0.4,High School,Part-time,Married,No,Yes,Auto,No,0
LID00002232,20,30960,17512,582,87,4,9.34,12,0.83,High School,Full-time,Married,Yes,Yes,Education,No,0
LID00002233,31,19538,118940,376,95,3,11.58,12,0.85,PhD,Full-time,Single,Yes,No,Home,Yes,1
LID00002234,33,65338,156588,304,69,4,14.14,12,0.1,High School,Unemployed,Married,Yes,No,Auto,No,0
LID00002235,27,43709,49001,607,30,3,3.11,24,0.14,Bachelor's,Part-time,Single,No,Yes,Other,No,0
LID00002236,46,148211,123121,836,7,1,14.59,48,0.23,Master's,Full-time,Married,Yes,No,Business,No,0
LID00002237,27,62204,34457,547,85,1,19.44,36,0.29,High School,Unemployed,Single,Yes,No,Business,Yes,0
LID00002238,29,39432,68944,390,94,3,16.78,24,0.85,High School,Full-time,Married,Yes,Yes,Home,No,0
LID00002239,47,140211,8601,699,87,2,3.16,60,0.61,High School,Full-time,Single,No,No,Home,No,0
LID00002240,58,21069,6220,731,19,1,17.4,60,0.43,Master's,Unemployed,Single,No,Yes,Home,No,0
LID00002241,18,113582,164819,442,115,3,7.24,24,0.73,High School,Part-time,Divorced,No,No,Auto,No,0
LID00002242,22,115895,9856,764,90,1,6.68,48,0.4,High School,Full-time,Divorced,No,No,Education,No,0
LID00002243,37,138529,53751,616,49,2,3.93,24,0.83,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00002244,25,145640,191305,409,103,4,19.07,24,0.67,High School,Full-time,Divorced,No,No,Business,No,0
LID00002245,60,113658,245129,496,119,4,19.05,48,0.75,High School,Full-time,Single,No,No,Home,No,0
LID00002246,29,128982,55964,783,78,3,12.06,60,0.25,High School,Self-employed,Single,No,No,Auto,Yes,0
LID00002247,18,99162,72855,599,23,1,4.4,60,0.47,High School,Full-time,Married,No,Yes,Education,Yes,0
LID00002248,37,52667,169515,754,29,3,9.38,12,0.56,High School,Self-employed,Married,No,No,Home,No,0
LID00002249,45,66632,54250,426,9,4,3.84,24,0.79,Master's,Full-time,Single,Yes,No,Business,No,0
LID00002250,60,113861,190427,534,78,1,23.22,60,0.33,Master's,Self-employed,Married,No,Yes,Auto,No,0
LID00002251,54,61106,249001,416,79,4,23.5,12,0.58,PhD,Full-time,Single,No,No,Business,No,1
LID00002252,64,84022,21481,516,70,1,20.56,36,0.35,PhD,Full-time,Single,Yes,Yes,Home,No,0
LID00002253,54,97081,80283,365,98,3,4.97,36,0.81,High School,Full-time,Divorced,No,No,Auto,No,0
LID00002254,29,145891,98771,540,116,2,5.72,48,0.81,High School,Self-employed,Married,No,Yes,Home,No,0
LID00002255,54,103164,71796,694,37,3,17.93,24,0.61,Master's,Part-time,Single,Yes,No,Education,Yes,0
LID00002256,66,130386,219166,457,115,1,12.38,60,0.35,Master's,Full-time,Single,No,Yes,Education,Yes,0
LID00002257,66,123469,205696,768,105,1,6.08,12,0.73,Master's,Full-time,Single,No,No,Auto,No,0
LID00002258,61,84080,151720,341,44,2,7.85,48,0.87,High School,Full-time,Married,Yes,Yes,Education,No,0
LID00002259,45,100697,110094,335,38,2,14.42,12,0.13,Bachelor's,Self-employed,Married,No,No,Business,No,0
LID00002260,64,33376,208826,600,8,2,10.41,48,0.37,Bachelor's,Full-time,Married,Yes,No,Other,No,0
LID00002261,32,144942,190004,524,111,4,13.93,60,0.9,Bachelor's,Part-time,Single,No,Yes,Auto,No,0
LID00002262,23,65184,58699,794,53,2,21.25,12,0.75,Bachelor's,Self-employed,Single,Yes,No,Business,No,0
LID00002263,61,75854,87991,554,58,3,2.01,36,0.57,High School,Full-time,Single,No,Yes,Auto,No,0
LID00002264,37,102936,48633,611,14,3,3.44,36,0.77,Bachelor's,Full-time,Single,Yes,No,Education,No,0
LID00002265,67,85455,123142,497,56,3,2.25,24,0.29,Bachelor's,Full-time,Single,Yes,No,Business,No,0
LID00002266,31,131521,155606,338,85,2,13.21,24,0.1,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,0
LID00002267,19,92934,63698,631,28,2,20.57,60,0.27,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00002268,26,103904,228998,436,10,1,7.17,24,0.48,High School,Part-time,Single,Yes,No,Business,No,0
LID00002269,54,33167,93388,543,69,4,7.1,60,0.24,High School,Full-time,Single,Yes,No,Business,Yes,0
LID00002270,37,78178,139335,439,25,2,9.83,12,0.11,High School,Full-time,Married,Yes,Yes,Other,No,0
LID00002271,43,32568,98943,665,106,1,5.19,24,0.64,High School,Full-time,Single,Yes,No,Auto,No,0
LID00002272,46,87369,245397,539,7,4,2.67,24,0.49,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,0
LID00002273,18,74657,88690,652,80,2,16.15,36,0.77,Bachelor's,Full-time,Single,No,No,Home,Yes,0
LID00002274,52,15571,137017,376,12,3,23.99,36,0.43,High School,Full-time,Married,Yes,Yes,Auto,Yes,1
LID00002275,23,35122,227567,464,100,3,22.66,24,0.25,Bachelor's,Full-time,Married,No,No,Other,No,1
LID00002276,54,146655,139024,369,59,1,2.5,12,0.58,High School,Full-time,Married,No,No,Home,No,0
LID00002277,22,137011,13235,687,45,1,14.93,48,0.41,High School,Unemployed,Married,No,No,Education,No,0
LID00002278,50,117874,162407,770,102,1,7.1,48,0.37,PhD,Full-time,Married,Yes,No,Business,No,0
LID00002279,66,43364,184732,494,22,2,3.06,24,0.79,Bachelor's,Part-time,Single,No,No,Auto,No,1
LID00002280,68,86227,220256,454,62,3,20.98,36,0.69,High School,Full-time,Single,No,No,Auto,No,0
LID00002281,31,90861,55879,648,1,4,15.65,60,0.72,High School,Self-employed,Married,Yes,No,Business,No,0
LID00002282,29,104950,149439,392,51,2,18.87,12,0.76,Bachelor's,Full-time,Single,Yes,No,Other,No,0
LID00002283,59,20126,91993,464,85,4,9.16,36,0.24,Master's,Full-time,Single,Yes,No,Other,Yes,0
LID00002284,37,107144,219026,691,1,4,22.75,48,0.13,Master's,Full-time,Married,Yes,No,Auto,No,0
LID00002285,67,18762,134380,677,45,1,15.26,12,0.76,Bachelor's,Full-time,Married,Yes,No,Other,Yes,1
LID00002286,41,17786,114022,776,7,1,17.77,48,0.53,Master's,Full-time,Single,No,No,Education,Yes,0
LID00002287,60,82078,112389,487,43,3,14.68,36,0.68,High School,Part-time,Single,Yes,No,Auto,Yes,0
LID00002288,51,131363,136068,492,100,4,23.13,48,0.81,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0
LID00002289,42,93349,120256,565,49,1,10.74,12,0.47,Bachelor's,Full-time,Single,No,No,Business,Yes,0
LID00002290,67,31294,195174,574,56,3,22.56,36,0.66,High School,Part-time,Single,No,No,Other,Yes,1
LID00002291,46,83335,5104,338,105,4,15.87,36,0.15,Bachelor's,Full-time,Single,No,No,Other,No,0
LID00002292,56,137184,35695,475,107,3,21.64,36,0.68,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
LID00002293,48,87459,33625,701,1,2,18.59,12,0.31,Bachelor's,Full-time,Single,No,No,Business,No,0
LID00002294,64,65209,201309,529,96,4,12.12,60,0.6,Master's,Part-time,Married,No,No,Other,Yes,0
LID00002295,60,21938,205272,385,99,1,4.36,36,0.23,Master's,Full-time,Single,Yes,No,Business,Yes,1
LID00002296,67,137285,243188,433,11,2,10.91,12,0.18,High School,Full-time,Single,No,Yes,Auto,No,0
LID00002297,40,119875,188126,662,84,3,23.93,24,0.53,High School,Full-time,Married,No,No,Other,No,0
LID00002298,61,83163,181677,754,113,3,20.16,60,0.34,High School,Full-time,Single,No,Yes,Auto,No,0
LID00002299,55,22247,196095,509,36,3,3.72,12,0.21,High School,Self-employed,Married,No,No,Business,No,1
LID00002300,37,37575,21027,677,24,4,3.02,24,0.74,High School,Self-employed,Married,No,Yes,Other,No,0
LID00002301,40,35146,203662,476,44,1,3.65,48,0.65,Master's,Part-time,Single,No,No,Home,Yes,0
LID00002302,62,37371,245545,702,66,3,3.27,24,0.35,High School,Self-employed,Single,No,Yes,Business,No,0
LID00002303,69,107243,187913,424,0,2,24.06,36,0.48,High School,Part-time,Married,Yes,No,Home,Yes,0
LID00002304,33,122102,101299,586,86,4,19.29,24,0.67,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
LID00002305,67,66507,161865,441,109,2,23.88,60,0.73,PhD,Full-time,Married,No,No,Business,No,0
LID00002306,59,41875,73245,841,116,1,6.04,48,0.63,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
LID00002307,25,28792,181057,342,34,2,13.58,24,0.45,High School,Unemployed,Divorced,No,Yes,Other,Yes,1
LID00002308,67,98253,107647,316,50,4,16.09,12,0.38,Bachelor's,Full-time,Married,No,Yes,Home,No,0
LID00002309,38,100928,205576,617,75,2,24.25,36,0.67,Bachelor's,Full-time,Single,No,Yes,Business,No,0
LID00002310,18,99393,6633,648,50,4,13.44,24,0.41,Bachelor's,Full-time,Married,Yes,No,Business,No,0
LID00002311,25,86679,78764,308,30,2,5.52,48,0.32,High School,Full-time,Divorced,No,No,Other,No,0
LID00002312,46,34734,35008,714,40,3,19.58,12,0.23,Master's,Full-time,Single,No,No,Home,No,0
LID00002313,49,62728,159250,713,57,1,3.64,36,0.75,High School,Full-time,Married,No,No,Other,Yes,0
LID00002314,55,105487,26052,358,13,3,7.08,60,0.81,Bachelor's,Full-time,Married,Yes,No,Auto,No,0
LID00002315,22,45766,244578,418,8,4,22.39,12,0.82,Bachelor's,Full-time,Single,Yes,No,Education,No,1
LID00002316,64,60240,222741,693,21,3,24.01,12,0.64,High School,Full-time,Married,No,Yes,Auto,No,0
LID00002317,39,82310,142799,657,10,2,24.42,60,0.14,Master's,Self-employed,Single,Yes,Yes,Auto,Yes,0
LID00002318,64,130261,145880,716,90,3,6.73,12,0.23,High School,Full-time,Single,Yes,No,Education,No,0
LID00002319,51,52432,179156,302,56,4,14.43,36,0.15,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
LID00002320,18,135050,117359,520,71,3,12.23,36,0.24,High School,Full-time,Married,No,Yes,Business,No,0
LID00002321,43,119775,87798,530,32,4,17.96,60,0.47,Bachelor's,Full-time,Married,No,Yes,Other,No,0
LID00002322,60,37497,73870,596,105,1,13.17,60,0.78,High School,Part-time,Married,No,No,Education,No,0
LID00002323,27,43283,187862,570,92,3,15.26,24,0.67,High School,Full-time,Single,No,No,Other,Yes,0
LID00002324,47,127597,203056,546,23,1,14.61,48,0.12,Bachelor's,Full-time,Married,No,Yes,Education,No,0
LID00002325,67,127039,102901,798,33,4,6.28,12,0.34,PhD,Full-time,Single,Yes,Yes,Auto,Yes,0
LID00002326,35,90280,66198,391,56,2,21.6,36,0.53,High School,Full-time,Single,No,No,Auto,No,0
LID00002327,34,84199,230002,579,116,2,3.82,36,0.46,Bachelor's,Part-time,Married,No,Yes,Education,No,0
LID00002328,43,27463,104043,762,55,2,6.73,48,0.14,Master's,Full-time,Single,Yes,No,Home,No,0
LID00002329,25,103614,125013,566,51,3,11.16,60,0.3,High School,Full-time,Single,No,Yes,Other,Yes,0
LID00002330,64,125840,19429,440,69,1,6.31,12,0.15,PhD,Full-time,Married,No,Yes,Other,Yes,0
LID00002331,57,42682,126533,723,67,3,9.46,48,0.3,High School,Full-time,Married,No,No,Business,Yes,0
LID00002332,66,142776,34881,523,109,2,24.13,36,0.55,High School,Full-time,Married,No,No,Education,No,0
LID00002333,29,120446,135165,360,82,1,2.88,24,0.47,High School,Full-time,Divorced,Yes,No,Other,Yes,0
LID00002334,44,111401,66486,645,57,2,19.49,36,0.27,Master's,Part-time,Divorced,Yes,Yes,Education,No,0
LID00002335,25,100065,12971,700,109,3,6.86,24,0.7,PhD,Full-time,Married,No,No,Other,No,0
LID00002336,42,39527,186374,796,70,3,8.42,24,0.58,High School,Full-time,Married,Yes,Yes,Home,No,0
LID00002337,63,116019,61397,440,96,4,18.38,36,0.79,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00002338,21,56313,97675,440,3,4,2.93,24,0.2,High School,Part-time,Married,Yes,No,Auto,No,0
LID00002339,50,36777,246992,427,28,1,7.33,24,0.51,High School,Full-time,Single,Yes,Yes,Auto,No,1
LID00002340,18,77382,70888,846,35,3,4.78,48,0.41,High School,Full-time,Single,Yes,No,Home,No,0
LID00002341,36,51499,223681,679,79,3,14.8,48,0.11,High School,Full-time,Married,Yes,No,Education,No,0
LID00002342,48,30390,60030,471,77,4,21.42,36,0.31,Master's,Full-time,Married,Yes,No,Education,No,0
LID00002343,33,72853,107587,357,46,2,19.53,48,0.24,High School,Full-time,Single,Yes,Yes,Other,No,0
LID00002344,31,32921,230991,769,22,2,8.9,36,0.82,Bachelor's,Full-time,Divorced,No,No,Home,No,1
LID00002345,65,47945,140758,479,81,2,22.29,36,0.47,PhD,Full-time,Single,Yes,No,Other,No,0
LID00002346,22,18243,87149,493,0,3,12.71,24,0.41,High School,Full-time,Single,Yes,No,Business,No,1
LID00002347,58,149738,248612,492,81,3,23.15,24,0.48,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00002348,43,34411,136392,757,73,4,3.83,48,0.86,PhD,Full-time,Single,No,Yes,Home,Yes,0
LID00002349,45,98940,154989,731,113,4,21.36,24,0.66,Master's,Part-time,Married,Yes,No,Home,No,0
LID00002350,19,38586,188962,366,37,3,9.71,36,0.81,High School,Part-time,Married,No,Yes,Auto,No,1
LID00002351,67,95168,181205,361,94,3,16.51,24,0.15,Master's,Full-time,Single,No,No,Education,No,0
LID00002352,23,82510,117071,658,80,3,18.05,24,0.8,High School,Part-time,Single,No,No,Business,Yes,0
LID00002353,26,73862,109966,841,8,4,6.59,60,0.77,Bachelor's,Full-time,Married,No,No,Auto,No,0
LID00002354,50,16258,63967,470,13,2,12.93,60,0.52,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
LID00002355,58,120356,99031,587,4,2,12.9,24,0.46,High School,Full-time,Divorced,No,No,Education,No,0
LID00002356,42,34494,95304,398,19,3,14.55,24,0.81,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
LID00002357,65,57202,85617,610,43,3,17.48,24,0.17,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
LID00002358,30,99673,143059,314,31,4,12.47,48,0.72,Master's,Full-time,Single,Yes,No,Education,No,0
LID00002359,26,132363,5808,381,15,3,2.07,24,0.8,Bachelor's,Unemployed,Single,No,No,Education,No,0
LID00002360,30,143839,213457,398,26,1,9.04,24,0.31,Bachelor's,Unemployed,Single,No,No,Home,No,0
LID00002361,48,95544,88753,715,20,4,24.78,60,0.33,Bachelor's,Unemployed,Married,Yes,No,Auto,No,0
LID00002362,58,92400,9514,648,32,1,10.23,60,0.8,High School,Unemployed,Single,Yes,No,Auto,No,0
LID00002363,28,146028,117033,723,114,2,18.29,12,0.79,Bachelor's,Part-time,Single,No,No,Business,Yes,0
LID00002364,21,113723,240400,669,24,2,20.39,48,0.41,Master's,Unemployed,Single,No,No,Home,Yes,0
LID00002365,51,122148,218808,823,118,3,13.87,12,0.37,High School,Self-employed,Single,Yes,No,Business,No,0
LID00002366,55,75589,159005,321,41,2,4.39,48,0.49,Bachelor's,Part-time,Married,No,No,Auto,No,0
LID00002367,63,93637,50476,664,83,2,23.66,24,0.73,Master's,Full-time,Single,Yes,No,Education,Yes,0
LID00002368,21,142088,40131,506,2,4,9.81,24,0.31,PhD,Full-time,Married,No,No,Other,No,0
LID00002369,55,31238,213907,469,6,4,15.32,48,0.34,Bachelor's,Full-time,Married,No,Yes,Home,No,1
LID00002370,36,26179,105730,680,72,1,6.8,60,0.25,Master's,Full-time,Single,No,No,Auto,Yes,0
LID00002371,23,45793,232619,398,5,1,23.89,60,0.81,Bachelor's,Full-time,Single,No,Yes,Business,No,1
LID00002372,51,23004,16049,533,9,4,15.74,12,0.31,High School,Part-time,Divorced,No,No,Education,No,0
LID00002373,35,129462,181991,702,62,3,12.43,60,0.53,Master's,Full-time,Married,No,No,Other,No,0
LID00002374,30,36116,104198,627,16,2,15.33,48,0.77,Bachelor's,Full-time,Married,No,No,Auto,No,0
LID00002375,58,139439,151512,670,22,3,21.44,24,0.66,Bachelor's,Full-time,Single,Yes,Yes,Home,Yes,0
LID00002376,40,101047,191241,452,27,1,5.96,48,0.13,High School,Full-time,Married,No,No,Auto,No,0
LID00002377,36,128917,73510,615,3,4,19.36,48,0.57,Master's,Self-employed,Single,No,No,Other,No,0
LID00002378,62,46856,212635,464,31,2,2.96,12,0.5,PhD,Part-time,Married,No,Yes,Other,Yes,0
LID00002379,28,17488,100093,325,55,1,13.11,48,0.4,Master's,Full-time,Single,Yes,Yes,Home,No,1
LID00002380,18,98432,241581,500,0,2,17.7,36,0.19,High School,Self-employed,Single,No,No,Home,No,0
LID00002381,41,86152,58892,343,4,3,13.06,36,0.85,High School,Self-employed,Divorced,Yes,No,Auto,No,0
LID00002382,24,131331,7247,610,75,2,20.48,60,0.64,High School,Unemployed,Single,No,Yes,Business,No,0
LID00002383,42,47791,20631,477,45,4,21.98,12,0.24,Master's,Full-time,Married,No,Yes,Auto,No,0
LID00002384,38,115641,202179,586,0,1,21.81,48,0.29,PhD,Unemployed,Single,No,Yes,Home,Yes,0
LID00002385,32,46027,207335,708,69,3,10.49,60,0.22,High School,Full-time,Married,No,Yes,Business,No,0
LID00002386,18,19726,65930,682,67,4,18.12,12,0.55,High School,Full-time,Divorced,No,No,Education,No,0
LID00002387,29,19133,216656,359,93,2,2.44,24,0.84,Bachelor's,Self-employed,Married,No,Yes,Business,Yes,1
LID00002388,24,81280,104449,433,10,4,3.9,12,0.67,Master's,Unemployed,Married,No,Yes,Auto,No,0
LID00002389,32,78044,41067,702,80,2,13.28,60,0.6,High School,Part-time,Married,No,Yes,Business,Yes,0
LID00002390,38,101097,59816,496,59,4,10.76,12,0.36,Bachelor's,Full-time,Married,Yes,Yes,Other,No,0
LID00002391,36,105105,181453,816,105,1,5.46,24,0.73,Bachelor's,Part-time,Single,No,No,Home,Yes,0
LID00002392,46,38196,159207,575,104,1,8.12,60,0.32,Master's,Self-employed,Married,No,No,Education,Yes,0
LID00002393,42,21217,73881,539,37,3,15.15,36,0.33,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,0
LID00002394,50,34433,157835,481,27,3,3.76,36,0.64,High School,Unemployed,Married,No,Yes,Auto,No,1
LID00002395,66,25934,224307,679,69,3,20.65,12,0.74,Bachelor's,Full-time,Married,No,Yes,Business,No,1
LID00002396,49,69377,146659,633,97,2,12.06,36,0.57,High School,Self-employed,Single,No,Yes,Business,No,0
LID00002397,66,41198,17962,696,17,2,17.54,36,0.83,Master's,Full-time,Single,No,No,Home,No,0
LID00002398,52,59357,209385,410,40,1,21.84,60,0.57,Bachelor's,Full-time,Married,No,No,Home,No,1
LID00002399,61,62787,99071,381,50,1,6.85,24,0.63,Master's,Full-time,Single,Yes,No,Home,No,0
LID00002400,55,100275,85417,381,115,1,17.25,12,0.27,Bachelor's,Self-employed,Single,No,No,Auto,No,0
LID00002401,43,56113,203768,612,47,1,5.91,60,0.53,High School,Full-time,Married,No,Yes,Business,No,0
LID00002402,28,140182,140332,776,91,4,4.88,36,0.64,Bachelor's,Self-employed,Married,No,No,Home,Yes,0
LID00002403,52,38792,145768,498,72,2,7.92,36,0.21,High School,Full-time,Single,Yes,No,Auto,No,0
LID00002404,25,122112,237847,762,25,2,3.97,60,0.68,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,0
LID00002405,63,87381,242285,667,4,3,14.4,48,0.39,Bachelor's,Full-time,Married,No,No,Education,Yes,0
LID00002406,31,50225,80748,535,64,3,21.1,60,0.76,High School,Self-employed,Single,Yes,No,Home,No,0
LID00002407,27,41187,164931,745,50,4,7.39,48,0.46,High School,Part-time,Single,Yes,No,Auto,No,0
LID00002408,19,25729,102387,321,116,1,21.94,60,0.4,Bachelor's,Full-time,Single,Yes,No,Home,No,1
LID00002409,63,27549,247896,523,69,4,4.81,60,0.24,Bachelor's,Full-time,Single,No,No,Auto,Yes,0
LID00002410,26,53013,247686,430,69,4,3.58,60,0.45,Bachelor's,Full-time,Married,Yes,No,Education,No,0
LID00002411,20,39347,164510,412,70,1,7.44,36,0.18,High School,Self-employed,Married,No,No,Business,No,0
LID00002412,38,79772,172818,686,60,4,24.04,24,0.73,High School,Part-time,Divorced,No,Yes,Home,Yes,0
LID00002413,43,55378,159226,515,69,1,15.21,24,0.21,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00002414,25,16998,135081,741,115,2,15.74,12,0.22,High School,Self-employed,Single,No,Yes,Auto,Yes,0
LID00002415,65,127172,214977,450,9,4,20.96,24,0.23,Master's,Full-time,Married,Yes,No,Home,No,0
LID00002416,19,129100,77280,803,63,1,15.95,48,0.43,Bachelor's,Unemployed,Divorced,No,Yes,Auto,Yes,0
LID00002417,23,130400,128183,588,42,1,15.71,60,0.44,High School,Full-time,Single,No,No,Other,No,0
LID00002418,45,42737,37839,616,95,4,2.6,12,0.34,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LID00002419,46,53514,27149,569,19,3,19.63,12,0.2,Master's,Full-time,Married,No,No,Business,No,0
LID00002420,43,138549,81375,537,66,2,10.56,12,0.65,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0
LID00002421,42,65232,36443,460,97,1,16.25,48,0.31,High School,Self-employed,Single,Yes,No,Auto,No,0
LID00002422,29,109766,141450,656,12,2,15.37,48,0.41,High School,Full-time,Single,No,Yes,Other,Yes,0
LID00002423,22,25461,47856,494,80,2,23.11,36,0.28,PhD,Full-time,Married,No,No,Education,No,0
LID00002424,51,97394,213697,656,45,1,18.56,24,0.76,Bachelor's,Full-time,Single,No,No,Education,No,0
LID00002425,65,24323,210846,849,89,3,2.99,60,0.69,High School,Full-time,Single,No,No,Business,No,0
LID00002426,54,52040,41536,838,41,2,15.2,36,0.61,High School,Part-time,Single,Yes,Yes,Auto,Yes,0
LID00002427,32,100028,15322,591,20,3,3.64,48,0.26,Bachelor's,Self-employed,Married,No,No,Education,No,0
LID00002428,61,107734,6664,634,50,3,10.18,48,0.82,Bachelor's,Full-time,Single,No,Yes,Education,No,0
LID00002429,53,105896,94858,450,68,4,15.04,36,0.68,Master's,Full-time,Divorced,No,No,Education,Yes,0
LID00002430,32,100793,243358,313,41,1,11.36,60,0.88,Bachelor's,Part-time,Married,Yes,No,Education,No,1
LID00002431,60,91699,84872,345,44,1,8.13,24,0.31,High School,Full-time,Married,No,Yes,Business,No,0
LID00002432,65,119835,48374,562,94,1,4.86,60,0.28,High School,Part-time,Married,Yes,No,Other,No,0
LID00002433,40,99321,134028,751,62,4,2.13,60,0.23,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,0
LID00002434,23,132004,29219,613,11,2,14.62,12,0.11,High School,Full-time,Married,No,No,Auto,No,0
LID00002435,63,137297,143223,477,88,2,22.03,60,0.25,Bachelor's,Self-employed,Single,No,Yes,Business,Yes,0
LID00002436,67,32585,48076,625,8,3,7.2,36,0.75,Master's,Part-time,Married,Yes,Yes,Other,Yes,0
LID00002437,61,110781,71130,779,72,2,3.44,24,0.73,Bachelor's,Part-time,Single,Yes,No,Education,No,0
LID00002438,60,130318,195251,345,57,1,3.0,24,0.1,Bachelor's,Full-time,Married,No,No,Education,No,0
LID00002439,62,132273,10004,486,16,1,16.25,60,0.21,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
LID00002440,38,21968,37733,774,76,3,12.7,24,0.73,Bachelor's,Full-time,Single,No,Yes,Business,No,0
LID00002441,40,82249,69711,429,67,4,7.0,24,0.53,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,0
LID00002442,60,51119,201176,365,100,4,5.99,60,0.53,High School,Full-time,Divorced,No,Yes,Home,No,0
LID00002443,33,121397,216736,434,4,3,17.12,12,0.46,Master's,Full-time,Married,Yes,No,Education,No,0
